,filename,start_time,end_time,sentence,phoneme,speech,input_values,input_length,labels
1406,fashion_21_first_12min,330.518,340.216,فرصه فرص الابناء بتزيد اكتر من تسعين في المية المعلومة دي صحيحة ولا  معلومة صحيحة مية في المية اللي انا عندي نسب اما يكون حد منهم الاب بس او الام بس تبقى من اربعين لخمسة واربعين في المية ,"frSh frS Al>bnA' btzyd >ktr mn tsEyn fy Almyp AlmElwmp dy SHyHp wlA mElwmp SHyHp myp fy Almyp Ally >nA Endy nsb >mA ykwn Hd mnhm Al>b bs >w Al>m bs tbqY mn >rbEyn lxmsp w>rbEyn fy Almyp  
","tensor([ 0.0023,  0.0024,  0.0024,  ..., -0.0005, -0.0005, -0.0005])","[ 0.03153552  0.03322755  0.03407356 ... -0.00738093 -0.00738093
 -0.00695793]",155168,"[26, 16, 20, 32, 0, 26, 16, 20, 0, 6, 29, 6, 7, 31, 6, 3, 0, 7, 9, 17, 35, 14, 0, 6, 28, 9, 16, 0, 30, 31, 0, 9, 18, 24, 35, 31, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0, 6, 29, 30, 24, 29, 33, 30, 8, 0, 14, 35, 0, 20, 12, 35, 12, 8, 0, 33, 29, 6, 0, 0, 30, 24, 29, 33, 30, 8, 0, 20, 12, 35, 12, 8, 0, 30, 35, 8, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0, 6, 29, 29, 35, 0, 6, 31, 6, 0, 24, 31, 14, 35, 0, 31, 18, 7, 0, 6, 30, 6, 0, 35, 28, 33, 31, 0, 12, 14, 0, 30, 31, 32, 30, 0, 6, 29, 6, 7, 0, 7, 18, 0, 6, 33, 0, 6, 29, 6, 30, 0, 7, 18, 0, 9, 7, 27, 34, 0, 30, 31, 0, 6, 16, 7, 24, 35, 31, 0, 29, 13, 30, 18, 8, 0, 33, 6, 16, 7, 24, 35, 31, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0]"
1407,fashion_21_first_12min,340.216,349.893,واما يكون الاتنين طبعا النسبة لازم تعلى بتوصل اا لتسعين في المية  تمام  تمام فهو اما بييجي اما بيجي لنا المريض ونبدا نقيمه لازم اعرف اخد منه هل باباك ومامتك نفس ,"w>mA ykwn Al<tnyn TbEA Alnsbp lAzm tElY btwSl || ltsEyn fy Almyp tmAm tmAm fhw >mA byyjy >mA byjy lnA AlmryD wnbd> nqymh lAzm >Erf |xd mnh hl bAbAk wmAmtk nfs  
","tensor([-4.8828e-04,  6.1035e-05,  4.5776e-04,  ...,  3.3569e-03,
         3.2043e-03,  4.8828e-03])","[-0.00517221  0.0009305   0.00533801 ...  0.03754673  0.03585153
  0.05449869]",154832,"[33, 6, 30, 6, 0, 35, 28, 33, 31, 0, 6, 29, 6, 9, 31, 35, 31, 0, 22, 7, 24, 6, 0, 6, 29, 31, 18, 7, 8, 0, 29, 6, 17, 30, 0, 9, 24, 29, 34, 0, 7, 9, 33, 20, 29, 0, 6, 6, 0, 29, 9, 18, 24, 35, 31, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0, 0, 9, 30, 6, 30, 0, 0, 9, 30, 6, 30, 0, 26, 32, 33, 0, 6, 30, 6, 0, 7, 35, 35, 11, 35, 0, 6, 30, 6, 0, 7, 35, 11, 35, 0, 29, 31, 6, 0, 6, 29, 30, 16, 35, 21, 0, 33, 31, 7, 14, 6, 0, 31, 27, 35, 30, 32, 0, 29, 6, 17, 30, 0, 6, 24, 16, 26, 0, 6, 13, 14, 0, 30, 31, 32, 0, 32, 29, 0, 7, 6, 7, 6, 28, 0, 33, 30, 6, 30, 9, 28, 0, 31, 26, 18, 0]"
1408,fashion_21_first_12min,349.893,355.402,يعني السؤال اللي احنا الشهير اللي احنا نسالهوله مين في نف في العيلة عنده نفس النمط بتاع الجسم ,"yEny Als&Al Ally <HnA Al$hyr Ally <HnA ns>lhwlh myn fy nf fy AlEylp Endh nfs AlnmT btAE Aljsm  
","tensor([ 0.0062,  0.0040,  0.0014,  ..., -0.0160, -0.0179, -0.0194])","[ 0.08659607  0.0563304   0.01924429 ... -0.22373365 -0.24973655
 -0.2710504 ]",88144,"[35, 24, 31, 35, 0, 6, 29, 18, 4, 6, 29, 0, 6, 29, 29, 35, 0, 6, 12, 31, 6, 0, 6, 29, 19, 32, 35, 16, 0, 6, 29, 29, 35, 0, 6, 12, 31, 6, 0, 31, 18, 6, 29, 32, 33, 29, 32, 0, 30, 35, 31, 0, 26, 35, 0, 31, 26, 0, 26, 35, 0, 6, 29, 24, 35, 29, 8, 0, 24, 31, 14, 32, 0, 31, 26, 18, 0, 6, 29, 31, 30, 22, 0, 7, 9, 6, 24, 0, 6, 29, 11, 18, 30, 0]"
1409,fashion_21_first_12min,355.402,362.814,اه  فيقول لي لا ده انا بابا وماما واخواتي لا يبى انت كده لا انت عندك فرصة كمان ان وزنك يزيد اكتر من كده  تمام  فنخلي بالنا ,"|h fyqwl ly lA dh >nA bAbA wmAmA w>xwAty lA ybY >nt kdh lA >nt Endk frSp kmAn <n wznk yzyd >ktr mn kdh tmAm fnxly bAlnA  
","tensor([-0.0205, -0.0219, -0.0239,  ..., -0.0016, -0.0017, -0.0016])","[-0.24897462 -0.26570413 -0.2902407  ... -0.01959467 -0.01996644
 -0.01922291]",118592,"[6, 32, 0, 0, 26, 35, 27, 33, 29, 0, 29, 35, 0, 29, 6, 0, 14, 32, 0, 6, 31, 6, 0, 7, 6, 7, 6, 0, 33, 30, 6, 30, 6, 0, 33, 6, 13, 33, 6, 9, 35, 0, 29, 6, 0, 35, 7, 34, 0, 6, 31, 9, 0, 28, 14, 32, 0, 29, 6, 0, 6, 31, 9, 0, 24, 31, 14, 28, 0, 26, 16, 20, 8, 0, 28, 30, 6, 31, 0, 6, 31, 0, 33, 17, 31, 28, 0, 35, 17, 35, 14, 0, 6, 28, 9, 16, 0, 30, 31, 0, 28, 14, 32, 0, 0, 9, 30, 6, 30, 0, 0, 26, 31, 13, 29, 35, 0, 7, 6, 29, 31, 6, 0]"
1410,fashion_21_first_12min,362.814,371.907,فدي مهمة جدا اللي احنا نسال عليها  تمام  تمام فدي النقطة الاولى م الاسباب وزي ما قلنا هو النقطة الجوهرية اللي هي نقطة الوراثة  الاسباب الوراثية  الاسباب الوراثية  تمام ,"fdy mhmp jdA Ally <HnA ns>l ElyhA tmAm tmAm fdy AlnqTp Al>wlY m Al>sbAb wzy mA qlnA hw AlnqTp Aljwhryp Ally hy nqTp AlwrAvp Al>sbAb AlwrAvyp Al>sbAb AlwrAvyp tmAm  
","tensor([-1.4038e-03, -9.4604e-04, -5.7983e-04,  ...,  1.2207e-04,
         9.1553e-05, -6.1035e-05])","[-0.01720061 -0.01152255 -0.0069801  ...  0.00172626  0.00134773
 -0.00054496]",145488,"[26, 14, 35, 0, 30, 32, 30, 8, 0, 11, 14, 6, 0, 6, 29, 29, 35, 0, 6, 12, 31, 6, 0, 31, 18, 6, 29, 0, 24, 29, 35, 32, 6, 0, 0, 9, 30, 6, 30, 0, 0, 9, 30, 6, 30, 0, 26, 14, 35, 0, 6, 29, 31, 27, 22, 8, 0, 6, 29, 6, 33, 29, 34, 0, 30, 0, 6, 29, 6, 18, 7, 6, 7, 0, 33, 17, 35, 0, 30, 6, 0, 27, 29, 31, 6, 0, 32, 33, 0, 6, 29, 31, 27, 22, 8, 0, 6, 29, 11, 33, 32, 16, 35, 8, 0, 6, 29, 29, 35, 0, 32, 35, 0, 31, 27, 22, 8, 0, 6, 29, 33, 16, 6, 10, 8, 0, 0, 6, 29, 6, 18, 7, 6, 7, 0, 6, 29, 33, 16, 6, 10, 35, 8, 0, 0, 6, 29, 6, 18, 7, 6, 7, 0, 6, 29, 33, 16, 6, 10, 35, 8, 0, 0, 9, 30, 6, 30, 0]"
1411,fashion_21_first_12min,371.907,380.047,النقطة التانية المهمة هي ا ال   السلوك  السلوك  اسباب سلوكية والاسباب السلوكية اهم نقطة فيها هو ,"AlnqTp AltAnyp Almhmp hy > Al @@LAT(life @@LATstyle) Alslwk Alslwk >sbAb slwkyp wAl>sbAb Alslwkyp >hm nqTp fyhA hw  
","tensor([-2.4414e-04, -4.8828e-04, -5.1880e-04,  ..., -6.1035e-05,
        -3.9673e-04, -7.6294e-04])","[-0.0032396  -0.00664859 -0.00707472 ... -0.00068285 -0.00537022
 -0.01048372]",130240,"[6, 29, 31, 27, 22, 8, 0, 6, 29, 9, 6, 31, 35, 8, 0, 6, 29, 30, 32, 30, 8, 0, 32, 35, 0, 6, 0, 6, 29, 0, 0, 0, 6, 29, 18, 29, 33, 28, 0, 0, 6, 29, 18, 29, 33, 28, 0, 0, 6, 18, 7, 6, 7, 0, 18, 29, 33, 28, 35, 8, 0, 33, 6, 29, 6, 18, 7, 6, 7, 0, 6, 29, 18, 29, 33, 28, 35, 8, 0, 6, 32, 30, 0, 31, 27, 22, 8, 0, 26, 35, 32, 6, 0, 32, 33, 0]"
1412,fashion_21_first_12min,380.047,388.367,نظام الشغل اللي احنا بنشتغله يعني الناس اللي بتقعد على مكاتب بالست ساعات او التمن ساعات ده عرضة ان هيجيله ضعف في عضلات البطن وبالتالي ,"nZAm Al$gl Ally <HnA bn$tglh yEny AlnAs Ally btqEd ElY mkAtb bAlst sAEAt >w Altmn sAEAt dh ErDp <n hyjylh DEf fy EDlAt AlbTn wbAltAly  
","tensor([-0.0012, -0.0013, -0.0012,  ...,  0.0172,  0.0195,  0.0219])","[-0.01616733 -0.01786073 -0.01616733 ...  0.23911299  0.27128762
  0.3038856 ]",133120,"[31, 23, 6, 30, 0, 6, 29, 19, 25, 29, 0, 6, 29, 29, 35, 0, 6, 12, 31, 6, 0, 7, 31, 19, 9, 25, 29, 32, 0, 35, 24, 31, 35, 0, 6, 29, 31, 6, 18, 0, 6, 29, 29, 35, 0, 7, 9, 27, 24, 14, 0, 24, 29, 34, 0, 30, 28, 6, 9, 7, 0, 7, 6, 29, 18, 9, 0, 18, 6, 24, 6, 9, 0, 6, 33, 0, 6, 29, 9, 30, 31, 0, 18, 6, 24, 6, 9, 0, 14, 32, 0, 24, 16, 21, 8, 0, 6, 31, 0, 32, 35, 11, 35, 29, 32, 0, 21, 24, 26, 0, 26, 35, 0, 24, 21, 29, 6, 9, 0, 6, 29, 7, 22, 31, 0, 33, 7, 6, 29, 9, 6, 29, 35, 0]"
1413,fashion_21_first_12min,388.367,395.506,حيظهر عنده دهون في منطقة البطن اللي هي الكرش تمام  تمام  ا ال الناس اللي هي ما بتمارسش اي نوع م الرياضة ,"HyZhr Endh dhwn fy mnTqp AlbTn Ally hy Alkr$ tmAm tmAm | Al AlnAs Ally hy mA btmArs$ >y nwE m AlryADp  
","tensor([ 0.0247,  0.0279,  0.0316,  ..., -0.0033, -0.0032, -0.0029])","[ 0.3190912   0.360928    0.40947443 ... -0.0428364  -0.04125765
 -0.0369161 ]",114224,"[12, 35, 23, 32, 16, 0, 24, 31, 14, 32, 0, 14, 32, 33, 31, 0, 26, 35, 0, 30, 31, 22, 27, 8, 0, 6, 29, 7, 22, 31, 0, 6, 29, 29, 35, 0, 32, 35, 0, 6, 29, 28, 16, 19, 0, 9, 30, 6, 30, 0, 0, 9, 30, 6, 30, 0, 0, 6, 0, 6, 29, 0, 6, 29, 31, 6, 18, 0, 6, 29, 29, 35, 0, 32, 35, 0, 30, 6, 0, 7, 9, 30, 6, 16, 18, 19, 0, 6, 35, 0, 31, 33, 24, 0, 30, 0, 6, 29, 16, 35, 6, 21, 8, 0]"
1414,fashion_21_first_12min,395.506,402.060,احنا عندنا تسعين في المية م المصريين ما بيماريسش اي نوع م الرياضة ولا عنده وقت ان هو يمارس رياضة  للاسف الشديد  ما فيش انت فاهم ازاي ,"<HnA EndnA tsEyn fy Almyp m AlmSryyn mA bymArys$ >y nwE m AlryADp wlA Endh wqt <n hw ymArs ryADp ll>sf Al$dyd mA fy$ >nt fAhm <zAy  
","tensor([-0.0027, -0.0029, -0.0028,  ..., -0.0028, -0.0023, -0.0020])","[-0.03712169 -0.03964347 -0.03838258 ... -0.03880288 -0.03081725
 -0.02703459]",104864,"[6, 12, 31, 6, 0, 24, 31, 14, 31, 6, 0, 9, 18, 24, 35, 31, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0, 30, 0, 6, 29, 30, 20, 16, 35, 35, 31, 0, 30, 6, 0, 7, 35, 30, 6, 16, 35, 18, 19, 0, 6, 35, 0, 31, 33, 24, 0, 30, 0, 6, 29, 16, 35, 6, 21, 8, 0, 33, 29, 6, 0, 24, 31, 14, 32, 0, 33, 27, 9, 0, 6, 31, 0, 32, 33, 0, 35, 30, 6, 16, 18, 0, 16, 35, 6, 21, 8, 0, 0, 29, 29, 6, 18, 26, 0, 6, 29, 19, 14, 35, 14, 0, 0, 30, 6, 0, 26, 35, 19, 0, 6, 31, 9, 0, 26, 6, 32, 30, 0, 6, 17, 6, 35, 0]"
1415,fashion_21_first_12min,402.060,411.008,والعشرة في المية اللي هم اللي هم بيمارسوا رياضة ما بيكملوش يمارسوا رياضة ممكن يعم يمارس رياضة مثلا في يعني في تقريبا نص المصريين نفسهم يروحوا الجيم ويلعبوا وما بيروحوش ,"wAlE$rp fy Almyp Ally hm Ally hm bymArswA ryADp mA bykmlw$ ymArswA ryADp mmkn yEm ymArs ryADp mvlA fy yEny fy tqrybA nS AlmSryyn nfshm yrwHwA Aljym wylEbwA wmA byrwHw$  
","tensor([-1.8921e-03, -1.4343e-03, -5.4932e-04,  ...,  1.4343e-03,
         8.2397e-04,  9.1553e-05])","[-0.02123243 -0.01605679 -0.00605055 ...  0.01637723  0.00947637
  0.00119535]",143168,"[33, 6, 29, 24, 19, 16, 8, 0, 26, 35, 0, 6, 29, 30, 35, 8, 0, 6, 29, 29, 35, 0, 32, 30, 0, 6, 29, 29, 35, 0, 32, 30, 0, 7, 35, 30, 6, 16, 18, 33, 6, 0, 16, 35, 6, 21, 8, 0, 30, 6, 0, 7, 35, 28, 30, 29, 33, 19, 0, 35, 30, 6, 16, 18, 33, 6, 0, 16, 35, 6, 21, 8, 0, 30, 30, 28, 31, 0, 35, 24, 30, 0, 35, 30, 6, 16, 18, 0, 16, 35, 6, 21, 8, 0, 30, 10, 29, 6, 0, 26, 35, 0, 35, 24, 31, 35, 0, 26, 35, 0, 9, 27, 16, 35, 7, 6, 0, 31, 20, 0, 6, 29, 30, 20, 16, 35, 35, 31, 0, 31, 26, 18, 32, 30, 0, 35, 16, 33, 12, 33, 6, 0, 6, 29, 11, 35, 30, 0, 33, 35, 29, 24, 7, 33, 6, 0, 33, 30, 6, 0, 7, 35, 16, 33, 12, 33, 19, 0]"
1416,fashion_21_first_12min,411.008,417.689,طب عند الجيم يا دكتور بس وعندنا مداخلة مع اتف مع اتفضل استاذة سلوى اتفضلي يافندم ,"Tb End Aljym yA dktwr bs wEndnA mdAxlp mE <tf mE <tfDl >stA*p slwY <tfDly yAfndm  
","tensor([ 3.0518e-05, -3.9673e-04, -9.1553e-04,  ...,  3.9673e-04,
         4.8828e-04,  9.1553e-05])","[ 0.00053595 -0.00333539 -0.0080363  ...  0.00385424  0.00468381
  0.00108899]",106896,"[22, 7, 0, 24, 31, 14, 0, 6, 29, 11, 35, 30, 0, 35, 6, 0, 14, 28, 9, 33, 16, 0, 7, 18, 0, 33, 24, 31, 14, 31, 6, 0, 30, 14, 6, 13, 29, 8, 0, 30, 24, 0, 6, 9, 26, 0, 30, 24, 0, 6, 9, 26, 21, 29, 0, 6, 18, 9, 6, 15, 8, 0, 18, 29, 33, 34, 0, 6, 9, 26, 21, 29, 35, 0, 35, 6, 26, 31, 14, 30, 0]"
1417,fashion_21_first_12min,417.689,424.752,اهلا وسهلا  اتفضلي يافندم  دكتور انا كنت عايزة اسال بس انا عندي خمسة وتلاتين سنة  اهلا ,">hlA wshlA <tfDly yAfndm dktwr >nA knt EAyzp >s>l bs >nA Endy xmsp wtlAtyn snp >hlA  
","tensor([ 3.0518e-05, -4.2725e-04, -1.2207e-03,  ...,  3.3569e-03,
         3.0518e-03,  1.0986e-03])","[ 0.00110938 -0.00951618 -0.02793381 ...  0.07832177  0.07123806
  0.02590235]",113008,"[6, 32, 29, 6, 0, 33, 18, 32, 29, 6, 0, 0, 6, 9, 26, 21, 29, 35, 0, 35, 6, 26, 31, 14, 30, 0, 0, 14, 28, 9, 33, 16, 0, 6, 31, 6, 0, 28, 31, 9, 0, 24, 6, 35, 17, 8, 0, 6, 18, 6, 29, 0, 7, 18, 0, 6, 31, 6, 0, 24, 31, 14, 35, 0, 13, 30, 18, 8, 0, 33, 9, 29, 6, 9, 35, 31, 0, 18, 31, 8, 0, 0, 6, 32, 29, 6, 0]"
1418,fashion_21_first_12min,424.752,429.468,اا طولي مية وسبعين ووزني خمسة واربعين ,"|| Twly myp wsbEyn wwzny xmsp w>rbEyn  
","tensor([ 0.0025,  0.0032,  0.0023,  ..., -0.0026, -0.0024, -0.0023])","[ 0.06665678  0.08500262  0.05947797 ... -0.06814524 -0.06256173
 -0.06016879]",75456,"[6, 6, 0, 22, 33, 29, 35, 0, 30, 35, 8, 0, 33, 18, 7, 24, 35, 31, 0, 33, 33, 17, 31, 35, 0, 13, 30, 18, 8, 0, 33, 6, 16, 7, 24, 35, 31, 0]"
1419,fashion_21_first_12min,429.468,436.949,ااا فعندي نحافة شديدة جدا ف م جربت كذا طريقة وما فيش فايدة فلو في طريقة مناسبة للموضوع ,"||| fEndy nHAfp $dydp jdA f m jrbt k*A Tryqp wmA fy$ fAydp flw fy Tryqp mnAsbp llmwDwE  
","tensor([-0.0020, -0.0013, -0.0007,  ..., -0.0002, -0.0002, -0.0003])","[-0.05031718 -0.03111337 -0.01651848 ... -0.00422805 -0.00576435
 -0.00730065]",119696,"[6, 6, 6, 0, 26, 24, 31, 14, 35, 0, 31, 12, 6, 26, 8, 0, 19, 14, 35, 14, 8, 0, 11, 14, 6, 0, 26, 0, 30, 0, 11, 16, 7, 9, 0, 28, 15, 6, 0, 22, 16, 35, 27, 8, 0, 33, 30, 6, 0, 26, 35, 19, 0, 26, 6, 35, 14, 8, 0, 26, 29, 33, 0, 26, 35, 0, 22, 16, 35, 27, 8, 0, 30, 31, 6, 18, 7, 8, 0, 29, 29, 30, 33, 21, 33, 24, 0]"
1420,fashion_21_first_12min,445.266,454.043,تمام تمام حاضر حاضر حاضر  في اي اي اسئلة تانية يا دكتور  شكرا  طب انتي حضرتك ما تعرفيش ما عملتيش تحليل دهون قبل كده وعرفتي معدل الحرق قد ايه ,"tmAm tmAm HADr HADr HADr fy >y >y >s}lp tAnyp yA dktwr $krA Tb >nty HDrtk mA tErfy$ mA Emlty$ tHlyl dhwn qbl kdh wErfty mEdl AlHrq qd <yh  
","tensor([-0.0012, -0.0007, -0.0003,  ..., -0.0011, -0.0002,  0.0004])","[-0.01874525 -0.01169841 -0.00465156 ... -0.01773856 -0.00314152
  0.0069254 ]",140432,"[9, 30, 6, 30, 0, 9, 30, 6, 30, 0, 12, 6, 21, 16, 0, 12, 6, 21, 16, 0, 12, 6, 21, 16, 0, 0, 26, 35, 0, 6, 35, 0, 6, 35, 0, 6, 18, 5, 29, 8, 0, 9, 6, 31, 35, 8, 0, 35, 6, 0, 14, 28, 9, 33, 16, 0, 0, 19, 28, 16, 6, 0, 0, 22, 7, 0, 6, 31, 9, 35, 0, 12, 21, 16, 9, 28, 0, 30, 6, 0, 9, 24, 16, 26, 35, 19, 0, 30, 6, 0, 24, 30, 29, 9, 35, 19, 0, 9, 12, 29, 35, 29, 0, 14, 32, 33, 31, 0, 27, 7, 29, 0, 28, 14, 32, 0, 33, 24, 16, 26, 9, 35, 0, 30, 24, 14, 29, 0, 6, 29, 12, 16, 27, 0, 27, 14, 0, 6, 35, 32, 0]"
1421,fashion_21_first_12min,454.043,458.582,اا او عرفتي درجة السمنة عن حضرتك قد ايه ,"|| >w Erfty drjp Alsmnp En HDrtk qd <yh  
","tensor([ 0.0010,  0.0015,  0.0022,  ..., -0.0006, -0.0002,  0.0002])","[ 0.01737913  0.02506386  0.03787175 ... -0.00926128 -0.00208887
  0.00354661]",72624,"[6, 6, 0, 6, 33, 0, 24, 16, 26, 9, 35, 0, 14, 16, 11, 8, 0, 6, 29, 18, 30, 31, 8, 0, 24, 31, 0, 12, 21, 16, 9, 28, 0, 27, 14, 0, 6, 35, 32, 0]"
1422,fashion_21_first_12min,458.582,467.466,لا شكرا يا فندم الاتص الاتصال قطع للاسف يا دكتور  تمام  طب ممكن اي افادة تقولها لها  هو هو بالنسبة للاستاذة سلوى خلاص  تمام  احنا دايما ا التقييم وده حنتكلم ان شاء الله عليه الله في العلاج ,"lA $krA yA fndm AlAtS AlAtSAl qTE ll>sf yA dktwr tmAm Tb mmkn >y <fAdp tqwlhA lhA hw hw bAlnsbp ll>stA*p slwY xlAS tmAm <HnA dAymA > Altqyym wdh Hntklm <n $A' Allh Elyh Allh fy AlElAj  
","tensor([ 0.0004,  0.0002, -0.0004,  ..., -0.0009,  0.0009,  0.0017])","[ 0.00471161  0.00197155 -0.00419357 ... -0.01001619  0.00984922
  0.01909691]",142144,"[29, 6, 0, 19, 28, 16, 6, 0, 35, 6, 0, 26, 31, 14, 30, 0, 6, 29, 6, 9, 20, 0, 6, 29, 6, 9, 20, 6, 29, 0, 27, 22, 24, 0, 29, 29, 6, 18, 26, 0, 35, 6, 0, 14, 28, 9, 33, 16, 0, 0, 9, 30, 6, 30, 0, 0, 22, 7, 0, 30, 30, 28, 31, 0, 6, 35, 0, 6, 26, 6, 14, 8, 0, 9, 27, 33, 29, 32, 6, 0, 29, 32, 6, 0, 0, 32, 33, 0, 32, 33, 0, 7, 6, 29, 31, 18, 7, 8, 0, 29, 29, 6, 18, 9, 6, 15, 8, 0, 18, 29, 33, 34, 0, 13, 29, 6, 20, 0, 0, 9, 30, 6, 30, 0, 0, 6, 12, 31, 6, 0, 14, 6, 35, 30, 6, 0, 6, 0, 6, 29, 9, 27, 35, 35, 30, 0, 33, 14, 32, 0, 12, 31, 9, 28, 29, 30, 0, 6, 31, 0, 19, 6, 3, 0, 6, 29, 29, 32, 0, 24, 29, 35, 32, 0, 6, 29, 29, 32, 0, 26, 35, 0, 6, 29, 24, 29, 6, 11, 0]"
1423,fashion_21_first_12min,467.466,474.668,ان انا طبعا التقييم لازم تكون التقييم مفصل ان انا ما فيش حاجة اسمها برنامج اكل بيمشي لكل الناس يعني دايما م الخطا الشاسع ,"<n >nA TbEA Altqyym lAzm tkwn Altqyym mfSl <n >nA mA fy$ HAjp AsmhA brnAmj >kl bym$y lkl AlnAs yEny dAymA m AlxT> Al$AsE  
","tensor([ 0.0018,  0.0008, -0.0002,  ...,  0.0059,  0.0030,  0.0008])","[ 0.02855377  0.01294324 -0.00266729 ...  0.0944107   0.04806693
  0.01245541]",115232,"[6, 31, 0, 6, 31, 6, 0, 22, 7, 24, 6, 0, 6, 29, 9, 27, 35, 35, 30, 0, 29, 6, 17, 30, 0, 9, 28, 33, 31, 0, 6, 29, 9, 27, 35, 35, 30, 0, 30, 26, 20, 29, 0, 6, 31, 0, 6, 31, 6, 0, 30, 6, 0, 26, 35, 19, 0, 12, 6, 11, 8, 0, 6, 18, 30, 32, 6, 0, 7, 16, 31, 6, 30, 11, 0, 6, 28, 29, 0, 7, 35, 30, 19, 35, 0, 29, 28, 29, 0, 6, 29, 31, 6, 18, 0, 35, 24, 31, 35, 0, 14, 6, 35, 30, 6, 0, 30, 0, 6, 29, 13, 22, 6, 0, 6, 29, 19, 6, 18, 24, 0]"
1424,fashion_21_first_12min,492.187,501.788,جهاز تقييم نسبة الدهون لازم نعرف ا نسبة الدهون عند حضرتك قد ايه معدل الحرق قد ايه ا معدل كتلة الجسم اللي انا من خلاله باحدد ,"jhAz tqyym nsbp Aldhwn lAzm nErf | nsbp Aldhwn End HDrtk qd <yh mEdl AlHrq qd <yh | mEdl ktlp Aljsm Ally >nA mn xlAlh b>Hdd  
","tensor([-0.0010, -0.0008, -0.0003,  ...,  0.0046,  0.0042,  0.0036])","[-0.01688446 -0.01310998 -0.0044826  ...  0.08125196  0.07532063
  0.06453641]",153616,"[11, 32, 6, 17, 0, 9, 27, 35, 35, 30, 0, 31, 18, 7, 8, 0, 6, 29, 14, 32, 33, 31, 0, 29, 6, 17, 30, 0, 31, 24, 16, 26, 0, 6, 0, 31, 18, 7, 8, 0, 6, 29, 14, 32, 33, 31, 0, 24, 31, 14, 0, 12, 21, 16, 9, 28, 0, 27, 14, 0, 6, 35, 32, 0, 30, 24, 14, 29, 0, 6, 29, 12, 16, 27, 0, 27, 14, 0, 6, 35, 32, 0, 6, 0, 30, 24, 14, 29, 0, 28, 9, 29, 8, 0, 6, 29, 11, 18, 30, 0, 6, 29, 29, 35, 0, 6, 31, 6, 0, 30, 31, 0, 13, 29, 6, 29, 32, 0, 7, 6, 12, 14, 14, 0]"
1425,fashion_21_first_12min,501.788,511.356,درجة السمنة عند حضرتك قد ايه ومن خلاله بنقدر نحدد الاسباب لمنطقة السمنة لو قدرنا نحدد الاسباب بطريقة كويسة وطريقة واضحة نبدا نعالج ,"drjp Alsmnp End HDrtk qd <yh wmn xlAlh bnqdr nHdd Al>sbAb lmnTqp Alsmnp lw qdrnA nHdd Al>sbAb bTryqp kwysp wTryqp wADHp nbd> nEAlj  
","tensor([ 0.0028,  0.0021,  0.0020,  ..., -0.0018, -0.0016, -0.0017])","[ 0.03436029  0.02646061  0.02495591 ... -0.02168979 -0.02018509
 -0.02056127]",153088,"[14, 16, 11, 8, 0, 6, 29, 18, 30, 31, 8, 0, 24, 31, 14, 0, 12, 21, 16, 9, 28, 0, 27, 14, 0, 6, 35, 32, 0, 33, 30, 31, 0, 13, 29, 6, 29, 32, 0, 7, 31, 27, 14, 16, 0, 31, 12, 14, 14, 0, 6, 29, 6, 18, 7, 6, 7, 0, 29, 30, 31, 22, 27, 8, 0, 6, 29, 18, 30, 31, 8, 0, 29, 33, 0, 27, 14, 16, 31, 6, 0, 31, 12, 14, 14, 0, 6, 29, 6, 18, 7, 6, 7, 0, 7, 22, 16, 35, 27, 8, 0, 28, 33, 35, 18, 8, 0, 33, 22, 16, 35, 27, 8, 0, 33, 6, 21, 12, 8, 0, 31, 7, 14, 6, 0, 31, 24, 6, 29, 11, 0]"
1426,fashion_21_first_12min,511.356,517.347,صح  لو انا الاسباب مش واضحة بالنسبة لي بيحصل اللي هي القصة اللي هي بتتكلم عليها ان انا باحاول وما بانزلش ,"SH lw >nA Al>sbAb m$ wADHp bAlnsbp ly byHSl Ally hy AlqSp Ally hy bttklm ElyhA <n >nA b>HAwl wmA b>nzl$  
","tensor([-0.0014, -0.0013, -0.0008,  ...,  0.0003,  0.0002,  0.0000])","[-0.0187836  -0.01635242 -0.00986929 ...  0.00390737  0.00228659
  0.00026061]",95856,"[20, 12, 0, 0, 29, 33, 0, 6, 31, 6, 0, 6, 29, 6, 18, 7, 6, 7, 0, 30, 19, 0, 33, 6, 21, 12, 8, 0, 7, 6, 29, 31, 18, 7, 8, 0, 29, 35, 0, 7, 35, 12, 20, 29, 0, 6, 29, 29, 35, 0, 32, 35, 0, 6, 29, 27, 20, 8, 0, 6, 29, 29, 35, 0, 32, 35, 0, 7, 9, 9, 28, 29, 30, 0, 24, 29, 35, 32, 6, 0, 6, 31, 0, 6, 31, 6, 0, 7, 6, 12, 6, 33, 29, 0, 33, 30, 6, 0, 7, 6, 31, 17, 29, 19, 0]"
